Andere Liste,Firmenname,Kennzeichnung Link,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Anlagen/Anteile an Anlagen,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,HKD Handelsgesellschaft für Kirche und Diakonie mbH,,,,,,https://www.hkd.de,?,,,,,,,,,,Kirchenenergie.. kein ökostromanbieter
,Hochsauerland Energie GmbH,https://www.hochsauerlandenergie.de/stromkennzeichnung/#&gid=lightbox-group-268&pid=0,,,,,,A,X,,,,,,,,,
,Hoyer Strom und Erdgas GmbH,https://www.hoyer-strom-erdgas.de/strom/tarife,,,,,,A,X,,,,,,,,,
,idealenergie - eine Marke der 365 AG,https://www.idealenergie.de/idealenergie/stromkennzeichnung/,nicht aktuell,,,,,A,X,,,,,,,,,
,Ideo Energie GmbH,http://www.ideoenergie.de/,nicht vorhanden,,,,,A,X,,,,,,,,,
True,illwerke vkw AG,,,,,,https://www.vkw.at/stromkennzeichnung-vkw-privat.htm,A,Über 25% Erdgas,,,,,,,,,
,ILZHÖFERS Nachf. Inh. Walch KG,https://www.ilzhoefer.com/privatkunden/avia-strom.html#c15514,nicht aktuell,Siebentischstr. 16a,86161,Augsburg,https://www.ilzhoefer.com,0,X,Avia Strom Gesellschafter,,,,,,,,Avia Strom Gesellschafter
,immergrün! Energie - Eine Marke der 365 AG,https://www.immergruen-energie.de/agb/stromkennzeichnung/?lang=de,nicht aktuell,,,,,A,X,,,,,,,,,
,In(n) Energie GmbH,https://www.inn-energie.de/strom.html,nicht aktuell,,,,,A,X,,,,,,,,,
,infra fürth gmbh,https://www.infra-fuerth.de/privatkunden/produkte/strom/stromkennzeichnung/,,Leyher Straße 69,90763,Fürth,https://www.infra-fuerth.de,A,X,,,,,,,,,
,INNergie - eine Marke der Stadtwerke Rosenheim Versorgungs GmbH,www.inn-ergie.de/,nicht vorhanden,,,,,A,X,,,,,,,,,
,INNERSTE ENERGIE - Eine Marke der WEVG Salzgitter GmbH & Co. KG,https://www.innersteenergie.de/servicenavi/downloadcenter/,nicht aktuell,,,,,A,X,,,,,,,,,
,innogy SE,https://www.innogy.com/web/cms/de/3109676/fuer-unternehmen/energie-beschaffen/rechtliche-informationen/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Jura Strom - eine Marke der Jura Power GmbH & Co.KG,https://jura-strom.de/hp472/Stromkennzeichnung.htm,nicht aktuell,,,,,A,X,,,,,,,,,
,Just Energy Deutschland GmbH,https://www.justenergy.de/service/rechtliches/stromkennzeichnung/,FEHLER fehlerhafte Kennzeichnung,,,,,A,X,,,,,,,,,
,KBG KraftstromBezugsgenossenschaft Homberg eG,https://www.kbg-homberg.de/strom/stromkennzeichnung/,,Ostpreußenweg 5,34576,Homberg/Efzen,https://www.besser-meine-stadtwerke.de,A,X,,,,,,,,x,
,KEEP - Kommunale Eisenberger Energiepartner GmbH,https://www.keep-gmbh.comSchulstraße 18/de/downloads/67304 /stromkennzeichnung/Stromkennzeichnung-2017.pdf,,Schulstraße 18,67304,Eisenberg,www.keep-gmbh.de,R,,,,,,,,"TÜV NORD, watergreen",,
,KESLAR GmbH,http://www.avia.de/privatkunden/avia-strom.html,nicht aktuell,,,,,A,X,,,,,,,,,
,KEV Energie GmbH (Energie Nordeifel),https://www.ene-eifel.de/privatkunden-strom/unsere-stromkennzeichnung,,Hindenburgstraße 13,53925,Kall,https://www.ene-eifel.de,A,X,,,,,,,,,
,KEW Karwendel Energie & Wasser GmbH,https://www.kewgmbh.de/strom/verordnungen-veroeffentlichungen/,,,,,,A,X,,,,,,,,,
,KEW Kommunale Energie- und Wasserversorgung AG,https://www.kew.de/strom/rund-um-strom/energietraegermix/,,,,,,A,X,,,,,,,,,
,Kiss me green - eine Marke der e:veen Energie eG,https://eveen.de/stromkennzeichnung/,nicht aktuell,,,,,A,X,,,,,,,,,
,KlickEnergie GmbH & Co. KG,https://www.klickenergie.de/service/stromkennzeichnung/,,Moselstraße 25-27,41464,Neuss,https://www.klickenergie.de,A,X,,,,,,,,,
True,Klimaschutz+ Energiegenossenschaft - Ökostrom plus (identisch),,,Am Pferchelhang 18,69118,Heidelberg,https://www.ökostromplus.de,X,,,,,,,,RenewablePLUS,,Partner der EWS
,Knauber Strom - eine Marke der Knauber Erdgas GmbH,https://www.knauberstrom.de/fileadmin/pdf/charts_verbrauch_strommix_RGB-10-2018-quer.pdf,,,,,https://www.knauberstrom.de,R,?,,,,,,,RenewablePLUS,,vertreibt Heizöl und Erdgas
,KommEnergie GmbH,https://www.kommenergie.de/strom/strommix.html,,Hauptplatz 4,82223,Eichenau,https://www.kommenergie.de,B,,"KommEnergie GmbH ist ein Gemeinschaftsunternehmen der Gemeinden Eichenau, Gröbenzell und der Stadt Puchheim sowie der Bayernwerk AG;  Bayernwerk AG ist eine 100-prozentige Tochter des E.ON-Konzerns",?,,,,,,,
,Köthen Energie GmbH,https://www.koethenergie.de/wp-content/uploads/2018/11/2018_Stromkennzeichnung-1.pdf,,Lelitzer Straße 27 b,6366,Köthen,https://www.koethenergie.de,A,X,,,,,,,,,
,Kraftwerke Haag GmbH,https://www.kraftwerke-haag.de/energiemix.html,,Gabelsbergerstraße 25,83527,Haag i. OB,https://www.kraftwerke-haag.de,A,X,,,,,,,,,
,Kraftwerk Farchant A. Poettinger & Co KG,https://kraftwerk.kwf-elektro.com/files/Diagramm_2017_Internetseite_11_10_18.pdf,,Esterbergstrasse 8,82490,Farchant,https://www.kw-farchant.com/,A,X,,,,,,,,,
,Kraftwerk Köhlgartenwiese GmbH,http://www.koehlgartenwiese.de/KWK/content/vertrieb/stomherkunft/,,Tegernauer Ortsstrasse 9,79692,Kleines Wiesental,https://www.koehlgartenwiese.de,R,,,?,,,,X,,,
,Kreiswerke Main-Kinzig GmbH,https://www.kreiswerke-main-kinzig.de/fileadmin/user_upload/Strom/skz/Stromkennzeichnung_ab_01.11.2018_allgemein_01.pdf,,,,,,A,X,,,,,,,,,
,Kristal Enerji - eine Marke der Stadtwerke Pforzheim GmbH & Co. KG,https://www.kristalenerji.de/service/downloads,nicht aktuell,,,,,A,X,,,,,,,,,
True,Kröger Management GmbH & Co. Windpark Francop KG - in Kooperation mit der enyway GmbH,,,Große Reichenstraße 27 ,20457,Hamburg,https://www.enyway.com/de,XX,,,,,,X,,,,Vermittler / Dienstleister
,Lechwerke AG,https://www.lew.de/meine-lew/hilfe-kontakt/rechnung/strommix,,,,,,A,X,,,,,,,,,
True,LE Energy Solutions GmbH,,,,,,https://www.leeso.de,0,,,,,,,,,,Vermittler / Dienstleister
,lekker Energie GmbH,https://www.lekker.de/stromkennzeichnung,,Invalidenstraße 17 a,10115,Berlin,https://www.lekker.de,A,X,,,,,,,,,
,Leu Energie GmbH & Co. KG,https://www.leu-strom.de/#,nicht vorhanden,,,,,A,X,,,,,,,,,
,"Licht-, Kraft- und Wasserwerke Kitzingen GmbH",https://www.lkw-kitzingen.de/strom/stromkennzeichnung.html,,Wörthstraße 5,97318,Kitzingen,https://www.lkw-kitzingen.de,A,X,,,,,,,,,
,LichtBlick SE,https://www.lichtblick.de/geschaeftskunden/gewerbestrom/stromkennzeichnung/,,Zirkusweg 6,20359,Hamburg,https://www.lichtblick.de,X,,,,,,,,"OK-Power, TÜV Nord-Freiwillige Zertifizierung",,
,Licht- und Kraftwerke Helmbrechts GmbH,https://www.luk-helmbrechts.de/web_LuK/GEV_Strom.html,nicht aktuell,Münchberger Str. 65,95233,Helmbrechts,https://www.luk-helmbrechts.de,A,X,,,,,,,,,
,Licht- und Kraftwerke Sonneberg GmbH,https://likra.de/strom/stromkennzeichnung/,nicht aktuell,,,,,A,X,,,,,,,,,
,Lidl-Strom von E.ON Energie,https://www.lidl-strom.de/partner,FEHLER fehlerhafte Kennzeichnung,,,,,A,X,,,,,,,,,
,LogoEnergie GmbH,https://www.logoenergie.de/downloads.html?file=files/public/docs/Stromkennzeichnung%20gem%C3%A4%C3%9F%20%C2%A742%20Energiewirtschaftsgesetz.pdf,,Münsterstraße 9,53881,Euskirchen,https://www.logoenergie.de,B,,Über Rehnag mit RWE verflochten,?,,,,,,,
,LSW Energie GmbH & Co. KG,https://www.lsw.de/fileadmin/user_upload/lsw-energie/downloads/pdf/Strommix_2017_hoch_4c.pdf,,Heßlinger Straße 1-5,38440,Wolfsburg,https://www.lsw.de,A,X,,,,,,,,,
,LUDVIKK - eine Marke von TWL Energie Deutschland GmbH,https://ludvikk.de/service/strommix,,,,,,A,X,,,,,,,,,
,LÜNESTROM - eine Marke der FIRSTCON GmbH,https://lünestrom.de/luenestrom-wasser.html,FEHLER fehlerhafte Kennzeichnung,,,,,A,X,,,,,,,,,
,MAINGAU Energie GmbH,https://www.maingau-energie.de/tariff-pdf?type=electricity&postcode=28870&city_id=6762&city=Ottersberg&street=Ahornweg&street_number=1&usage=3500&customer=private&productId=1405&workingPrice=27%2C57&basePrice=0%2C00&fixedPriceMonths=12&switchingBonus=0&instantBonus=0,,Ringstraße 4 - 6,63179,Obertshausen,https://www.maingau-energie.de,B,,Über Rehnag und Süwag mit Innogy bzw. RWE verflochten,,,,,,TÜV Süd,,
,Mainova AG,https://www.mainova.de/html/stromkennzeichnung.html,,Solmsstr. 38,60486,Frankfurt am Main,https://www.mainova.de,A,X,,,,,,,,,
,Maintal-Werke-GmbH,https://www.maintal-werke.de/site/assets/files/1281/stromkennzeichnung_2018.pdf,,Neckarstraße 7,63477,Maintal-Dörnigheim,https://www.maintal-werke.de,A,X,,,,,,,,,
,Mainzer Stadtwerke Vertrieb und Service GmbH,https://www.mainzerenergie.de/de/Unsere-Produkte/Mainzer-Strom-24-Gruen/Mainzer-Strom-24-Gruen.html,nicht aktuell,Rheinallee 41,55118,Mainz,https://www.mainzer-stadtwerke.de,A,X,,,,,,,,,
,Manfred Welsch GmbH,http://www.avia.de/privatkunden/avia-strom.html,nicht aktuell,,,,,A,X,,,,,,,,,
,MANN Naturenergie GmbH & Co. KG,https://www.mannstrom.de/was-ist-mann-strom/,nicht aktuell,Schulweg 8 - 14,57520,Langenbach,https://www.mannstrom.de,R,X,,,,,,,"Grüner Strom, Ecotopten",,
,Mark-E Aktiengesellschaft,https://www.mark-e.de/footer/agb-und-co/stromkennzeichnung/,,Körnerstraße 40,58095,Hagen,https://www.mark-e.de,A,X,?,,,,,,,,
,medl GmbH,https://www.medl.de/files/medl/img/Downloads/Kennzeichnung%20der%20Stromlieferungen/medl_Stromkennzeichnung2017_inklResidualmix.pdf,,,,,,A,X,,,,,,,,,
,MEGA Monheimer Elektrizitäts- und Gasversorgung GmbH,http://www.mega-monheim.de/assets/stromkennzeichnung_2017.pdf,,Daimlerstr. 10a,40789,Monheim am Rhein,http://www.mega-monheim.de,A,X,,,,,,,,,
,meine StadtEnergie - eine Marke der Urbania GmbH,https://www.meinestadtenergie.de/de/STROM,,Breitwieserweg 5,69469,Weinheim,https://www.meinestadtenergie.de,A,X,,,,,,,,,
,meinheizstrom.de - eine Marke der E.VITA GmbH,https://www.evita-energie.de/privatkunden/service/marktinformationen/strompreis/,,,,,,A,X,,,,,,,,,
,Meißener Stadtwerke GmbH,https://www.stadtwerke-meissen.de/privatkunden/strom.html,,Karl-Niesner-Str. 1,1662,Meißen,https://www.stadtwerke-meissen.de,A,X,,,,,,,,,
,Mindener Stadtwerke GmbH,https://www.mindener-stadtwerke.de/wp-content/uploads/Stromkennzeichnung_2017_MSW_20181022.pdf,,Großer Domhof 3,32423,Minden,https://www.mindener-stadtwerke.de/,A,X,,,,,,,,,
,MONTANA Energieversorgung GmbH & Co. KG,https://www.montana-energie.de/privatkunden/strom/kundenportal-online-service/stromkennzeichnung/,,Dr.-Max-Straße 26,82031,Grünwald,https://www.montana-energie.de,A,X,,,,,,,,,
,MVV Energie AG,https://www.mvv.de/energie/pk/strom/start/Stromkennzeichnung.pdf?_ga=2.263525647.245440482.1542009700-545037087.1541423305,,Luisenring 49,68159,Mannheim,https://www.mvv.de,A,X,,,,,,,,,
,MWEnergy GmbH,https://mwenergy.de/wp-content/uploads/sites/4/2018/11/MWEnergy-Stromkennzeichnung-2017-Stand-01.11.2018.pdf,,,,,,A,X,,,,,,,,,
,NaturEnergie + Deutschland GmbH,https://www.naturenergieplus.de/strommix,,,,,www.naturenergieplus.de/,B,,100% Energiedienst Holding AG ,,,,,,,,
,NatürlichEnergie EMH GmbH,https://natuerlich-energie-emh.de/inhalte/38/de/naturlichenergieemhstromkennzeichnung.pdf,,Im Haag 2a,54516,Wittlich Wengerohr,https://natuerlich-energie-emh.de,R,,,,,,X,X,,,
,natürlich grün - eine Marke der Smiling Green Energy GmbH,https://www.natuerlich-gruen-strom.de/de/strom,nicht aktuell,Grubesallee 24,22143,Hamburg,https://natuerlich-gruen-strom.de,A,X,,?,,,,,EKOenergie,,
,NaturStromHandel GmbH,https://www.naturstrom.de/privatkunden/strom/,FEHLER Deutschland-Mix,Parsevalstraße 11,40468,Düsseldorf,https://www.naturstrom.de,X,,,,,,,X,"Grüner Strom, Ecotopten",,
,naturwerke - eine Marke der DEG Deutsche Energie GmbH,https://naturwerke.de/strom/stromkennzeichnung/,,,,,,0,,,,,,,,,,insolvent
,Neander Energie GmbH,https://www.neander-energie.de/downloads/,nicht aktuell,Wilhelmstraße 21,42489,Wülfrath,https://www.neander-energie.de,A,X,,,,,,,KlimaInvest-Ökostrom,,
,Neckermann Strom GmbH,https://www.neckermann-strom.de/stromkennzeichnung,FEHLER mit EEG,Südportal 3,22848,Norderstedt,https://www.neckermann-strom.de/,C,,,,,,,,,,
,N-ERGIE Aktiengesellschaft,https://www.n-ergie.de/public/remotemedien/media/n_ergie/pdfs/Energiemix_PK.pdf,,,,,,A,X,,,,,,,,,
,Neubrandenburger Stadtwerke GmbH,https://www.neu-sw.de/images/downloads/strom/20171024-stromkennzeichnung.pdf,,John-Schehr-Straße 1-5,17033,Neubrandenburg,https://www.neu-sw.de,A,X,,,,,,,,,
,NEW AG,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Odenkirchenerstr. 201,41236,Mönchengladbach,https://www.new-energie.de,A,X,,,,,,,,,
,NEW Niederrhein Energie und Wasser GmbH,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Odenkirchener Str. 201,41236,Mönchengladbach,https://www.new-energie.de,A,X,,,,,,,,,
,NEW Tönisvorst GmbH,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Ringstraße 1,47918,Tönisvorst,https://www.new-energie.de,A,X,,,,,,,,,
,NEW Viersen GmbH,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Rektoratstraße 18,41747,Viersen,https://www.new-energie.de,A,X,,,,,,,,,
,NGW GmbH,https://www.ngw.de/strom/allgemeine-hinweise/stromkennzeichnung/,,Duisburger Straße 161-167,47166,Duisburg,https://www.ngw.de,A,X,,,,,,,,,
,Niedersachsen Ports GmbH & Co.KG Niederlassung Emden,https://www.nports.de/fileadmin/user_upload/leistungen/energieversorgung/stromkennzeichnung/Stromkennzeichnung_2018.pdf,FEHLER mit EEG,Friedrich-Naumann-Str. 7-9,26725,Emden,https://www.nports.de/,?,,,,,,,,,,
,Nienburg Energie GmbH,https://www.stadtwerke-nienburg.de/produkte/strom/stromkennzeichnung.php,,An der Breiten Riede 9,31582,Nienburg,https://www.stadtwerke-nienburg.de,A,X,,,,,,,,,
,NiersEnergie GmbH - eine Marke der Stadtwerke Kevelaer,https://www.kevelaer.de/stadtwerke/inhalt/stromherkunft/,FEHLER mit EEG,Kroatenstr. 125,47623,Kevelaer,https://www.kevelaer.de,R,,,?,,,,X,,,
,Niestetal Energie - Eine Marke der Städtische Werke Kassel AG,https://www.sw-kassel.de/fileadmin/stw/dokumente/2013/naturstrom/stromkennzeichnung/Stromkennzeichnungspflicht.pdf,,Heiligenröder Str. 70,34266,Niestetal,https://www.sw-kassel.de,A,X,?,?,,,,X,,,
,Nord Stadtwerke GmbH,https://nord-stadtwerke.de/download/Stromkennzeichnung_Nord_SW_2017.pdf,FEHLER mit EEG,,,,,A,X,,,,,,,,,
,normenergie - eine Marke der GFM Gesellschaft für Messdienstleistungen mbH,https://normenergie.de/rechtliches/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,nvb Nordhorner Versorgungsbetriebe GmbH,https://www.nvb.de/privatkunde/strom/,,,,,,A,X,,,,,,,,,
True,Oberhessische Versorgungsbetriebe AG,,,,,,https://www.ovag-gruppe.de,A,,,,,,,,,,
,Ohra Energie GmbH,https://www.ohraenergie.de/_Resources/Persistent/10ba01b3bdbbae9877e67a8a8c5acee5db059cd2/Stromkennzeichnung%20OEG_2017.pdf,,,,,,A,X,,,,,,,,,
,OIE AG,https://www.oie-ag.de/web/cms/de/3371366/fuer-zuhause/energie-beziehen/fragen-zur-stromkennzeichnung/,,,,,,A,X,,,,,,,,,
True,Ökostromer Edingen-Neckarhausen ,,,Theodor-Heuss-Straße 16,68535,Edingen-Neckarhausen,www.edingen-neckarhausen.ökostromplus.de,X,,,X,,,,,"OK-Power Plus, EcoTopTen",,Partner der EWS
,ORIGINAL ENERGIE - eine Marke der Stadtwerke Oranienburg GmbH,https://www.originalenergie.de/wp-content/uploads/2018/10/Stromkennzeichnung-2017-Stadtwerke-Oranienburg.jpg,,,,,,A,X,,,,,,,,,
,OrtenauEnergie - eine Marke des E-Werk Mittelbaden,https://www.e-werk-mittelbaden.de/sites/default/files/content/downloads/stromkennzeichung_2017_einleger_210x103_7.pdf,,,,,,A,X,,,,,,,,,
,Osterholzer Stadtwerke GmbH & Co. KG,https://www.osterholzer-stadtwerke.de/privatkunden/strom/strommix/,,Am Pumpelberg 4,27711,Osterholz-Scharmbeck,https://www.osterholzer-stadtwerke.de,A,X,,,,,,,,,
,Osterland Energie - eine Marke der Energie- und Wasserversorgung Altenburg GmbH,https://www.osterlandenergie.de/files/157DCD24C04/Stromkennzeichnung%202015%20Osterland.pdf,,,,,,A,X,,,,,,,,,
,Otto Fricke & Co. GmbH,https://www.fricke-oil.de/privatkunden/avia-strom.html#c15530,nicht aktuell,,,,,A,X,,,,,,,,,
,ourPOWER - eine Marke der infra fürth gmbh,https://www.ourpower.de/#home,nicht vorhanden,,,,,A,X,,,,,,,,,
,ovag Energie AG,https://www.ovag-energie.de/privatkunden/strom/strominformationen/strommix.html,,Hanauer Straße 9-13,61169,Friedberg,https://www.ovag-energie.de,A,X,,,,,,,,,
,P & M Rothmoser GmbH & Co KG Elektrizitätswerk,https://www.rothmoser.de/,nicht vorhanden,Am Urtelbach 4,85567,Grafing bei München,https://www.rothmoser.de,A,X,,?,,,,,,x,
,PaderEnergy - eine Marke der LSW Energie GmbH & Co. KG,https://www.paderenergy.de/mmf/Module/Paderenergy/Calculator/Assets/file/Strommix_Stand_1._November_2018.pdf,,,,,,A,X,,,,,,,,,
True,PassatEnergie GmbH Online-Marke der Stadtwerke Lübeck,,,,,,https://passatenergie.de/,A,,,,,,,,,,Stadtwerke Lübeck vertreiben auch Kohl- und Atomstrom
,Pfalzwerke AG,https://www.pfalzwerke.de/privatkunden/strom/stromkennzeichnung,,Kurfürstenstr. 29,67061,Ludwigshafen,https://www.pfalzwerke.de,A,X,,,,,,,,,
True,phönixstrom von der PCS GmbH in Kooperation mit der Energiegenossenschaft Rhein-Ruhr eG,,,,,,https://www.egrr.de/strom,A,,,,,,,,,,
,Polarstern GmbH,https://www.polarstern-energie.de/fileadmin/files/faq/polarstern-strom-kennzeichnung-2016.pdf,,Lindwurmstraße 88,80337,München,https://www.polarstern-energie.de,X,,,,,,,,"Grüner Strom, Ecotopten",,
,primastrom GmbH,https://primastrom.de/service-faq,nicht aktuell,,,,,A,X,,,,,,,,,
,priostrom - eine Marke der ExtraEnergie GmbH,http://www.prioenergie.de/stromkennzeichnung,nicht aktuell,,,,,A,X,,,,,,,,,
,proefa GmbH,https://www.provinzial.com/content/proefa/energie/,nicht aktuell,,,,,A,X,,,,,,,,,
True,PROENGENO GmbH & Co. KG,,,Nendorper Str. 15,26844,Jemgum,https://proengeno.de,X,,,,,,,,"Grüner Strom, Ecotopten",,
,PROKON Regenerative Energien eG,https://www.prokon.net/strom/unser-strom/prokon-stromkennzeichnung,,Kirchhoffstraße 3,25524,Itzehoe,https://www.prokon.net,X,,,,,,,,"Grüner Strom, Ecotopten",,
,Propan Rheingas GmbH & Co. KG,https://www.rheingas.de/strom/tarifmodelle/stromkennzeichnung/,nicht aktuell,,,,,A,X,,,,,,,,,
,PRO vitaenergie - eine Marke der KEW Kommunale Energie- und Wasserversorgung AG,http://www.provita-energie.de/energietraegermix/,nicht aktuell,,,,,A,X,,,,,,,,,
,PVU Prignitzer Energie- und Wasserversorgungsunternehmen GmbH,http://www.pvu-gmbh.de/strom/energierechtliche/,,,,,,A,X,,,,,,,,,
,Queichtal Energie Offenbach GmbH & Co. KG,http://queichtal-energie-offenbach.de/wp-content/uploads/2018/10/Stromkennzeichnung_QEO_11_18.pdf,,Konrad-Lerch-6,76877,Offenbach an der Queich,https://queichtal-energie-offenbach.de/unternehmen/ueber-uns,R,,,?,,,,X,,,49% Anteil der EnergieSüdwest an der Enovos Deutschland SE 51 % Anteil har
,R(H)EINPOWER - eine Marke der Stadtwerke Duisburg AG,https://www.rheinpower.de/strom/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Regionale EnergieWerke GmbH,https://regionale-energiewerke.de/impressum,,,,,,A,X,,,,,,,,,
,Regionalwerk Bodensee GmbH & Co. KG,https://www.rw-bodensee.de/privatkunden/oekostrom/unser-nr-1-oekostrom.html,nicht aktuell,Waldesch 29,88069,Tettnang,https://www.rw-bodensee.de,A,X,,,,,,,,,
,Regionalwerk Würmtal GmbH & Co. KG,http://www.rw-wuermtal.de/stromkennzeichnung.html,nicht aktuell,,,,,A,X,,,,,,,,,
,RELAX-STROM - eine Marke der optimization engineers GmbH,https://www.relax-strom.de/#Strommix%20Deutschland,FEHLER Umweltbelastungen,,,,,A,X,,,,,,,,,
,Remstalwerk GmbH & Co. KG,https://www.remstalwerk.de/produkte/allgemeine-infos/stromkennzeichnung/,,Schillerstr. 30,73630,Remshalden,https://www.remstalwerk.de,A,X,,,,,,,,,
,Renergiewerke Buttenwiesen GmbH,https://www.renergiewerke-buttenwiesen.de/energie-aus-der-heimat/herkunft-unseres-stroms/,,Marktplatz 4 ,86647,Buttenwiesen,https://www.renergiewerke-buttenwiesen.de,R?,,,?,,,,,,,
,RevierKraft - eine Marke der Energieversorgung Oberhausen AG,https://www.revierkraft.de/produkte/strom.html,,,,,,A,X,,,,,,,,,
,REWAG Regensburger Energie- und Wasserversorgung AG & Co KG,https://www.rewag.de/privatkunden/strom.html,,,,,,A,X,,,,,,,,,
,RheinEnergie AG,https://www.rheinenergie.com/de/geschaeftskunden/service_und_informationen/stromkennzeichnung/stromkennzeichnung.html,,Parkgürtel 24,50823,Köln,https://www.rheinenergie.com,A,X,,,,,,,,,
,Rheinhessen-Energie GmbH c/o VG-Werke Sprendlingen-Gensingen AöR,http://www.rheinhessen-energie.de/,nicht vorhanden,Elisabethenstraße 1,55576,Sprendlingen,http://www.rheinhessen-energie.de,A,X,,?,,,,X,TÜV Nord,,
,Rheinhessische Energie- und Wasserversorgungs-GmbH,https://www.rheinhessische.de/fuer-zu-hause/service.html?file=files/pdfs/rechtliches/stromkennzeichnung.pdf,,Binger Straße 135,55218,Ingelheim,https://www.rheinhessische.de,RC,,Thüga Aktiengesellschaft,,,,,,,,
,rhenag Rheinische Energie AG,https://www.rhenag.de/produkte/strom/,,Bayenthalgürtel 9,50968,Köln,https://www.rhenag.de,B,,Rehnag - Tochterunternehmen von innogy,,,,,,,,
,RhönEnergie Fulda GmbH,https://re-fd.de/kontakt-und-hilfe/pflichtangaben,,Bahnhofstraße 2,36037,Fulda,https://re-fd.de,A,X,,,,,,,,,
,Richard Westenthanner Elektrizitätsversorgung,https://www.ew-westenthanner.de/index.php/informationen/produkte/grundtarif,,,,,,A,X,,,,,,,,,
True,Rödl GmbH,,,,,,https://www.roedl-energie.de,0,AVIA Strom,,,,,,,,,
,Rommel Energie GmbH,https://www.rommel-energie.de/privatkunden.html,nicht vorhanden,,,,,A,X,,,,,,,,,
,ROTHSTROM - eine Marke der Adolf ROTH GmbH & Co. KG,https://www.roth-energie.de/strom/faq/,nicht aktuell,,,,,A,X,,,,,,,,,
True,RUCK ZUCK Energie - eine Marke Energieversorgung Pirna GmbH,,,,,,https://www.stadtwerke-pirna.de/website/evp/strom-downloads.asp,A,,,,,,,,,,Strom der stadtwerke-pirna
,Rupert Buchauer Elektrizitätswerk Frasdorf-Oberprienmühle,https://ewerk-buchauer.de/wp-content/uploads/2018/11/Stromkennzeichnung_2017.pdf,,,,,,A,X,,,,,,,,,
,Saergas GmbH & Co. KG,https://www.swl-unser-stadtwerk.de/privatkunden/strom/weitere-informationen/,,,,,,A,X,,,,,,,,,
True,Savero,,,,,,https://savero-energie.de/,?,,,,,,,,,,website baustelle
,Schleswiger Stadtwerke GmbH,https://schleswiger.stadtwerke-ssl.de/schleswigGips/Schleswig/schleswiger-stadtwerke.de/Tarifrechner/Tarifrechner-Strom/Stromkennzeichnung.pdf,,Werkstraße 1,24837,Schleswig,https:/www.schleswiger-stadtwerke.de,A,X,,,,X,,,,,Erdgas
,Schöpper & Knoll - Taubertal GmbH,http://www.schoepper-knoll.de/de/index.php,nicht vorhanden,Am Igelsbach 19,91541,Rothenburg o.d.T.,http://www.schoepper-knoll.de/de/index.php,A,X,,,,,,,,,mit Avia verküpft
,Schröder Gas GmbH & Co. KG,https://www.schroeder-gas.de/,nicht vorhanden,Dibberser Bahnhof 5,27321,Thedinghausen,https:/www.schroeder-gas.de,A,X,,?,,,,,,x,Erdgas
