Lichtblick Liste,RoWo Liste,Firmenname,Erneuerbare Energien 2,Link Stromkennzeichnung,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,,GEO Gesellschaft für Energieversorgung Ostalb mbH,100.00%,https://www.geo-energie-ostalb.de/site/assets/files/1678/geo_stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,
True,True,Georg Oest Mineralölwerk GmbH & Co KG,0.00%,http://www.avia.de/privatkunden/avia-strom.html,nicht aktuell,Georg-Oest-Str. 4,72250,Freudenstadt,https://www.oest.de,A,,Avia Strom Gesellschafter,,,,,,,,"Tankstelle (Vertrieb von Erdgas, Strom, Heizöl, Diesel, Holzpellets, Kraft- und Schmierstoffe)"
True,,Getreidemühle Zwiefalten e.G.,0.00%,https://www.getreidemuehle-zwiefalten.de/gmz/index.php?idcat=3,,,,,,,,,,,,,,,,
True,True,Gewerbepark Nürnberg-Feucht Versorgungs- und Abwasserentsorgungs GmbH,4.67%,https://www.feucht-gw.de/fileadmin/FE_User/Dateien/GNF/Strom/Stromvertrieb/Produktinformationen/Stromkennzeichnung_GNF_2017.pdf,,Unterer Zeidlerweg 1,90537,Feucht,https://www.feucht-gw.de,A,,,,,,,,,,
True,True,GEW Wilhelmshaven GmbH,13.59%,https://www.gew-wilhelmshaven.de/havenstrom/,,Nahestraße 6,26382,Wilhelmshaven,https://www.gew-wilhelmshaven.de,A,,,,,,,,,,
True,True,GGEW Gruppen-Gas- und Elektrizitätswerk Bergstraße AG,5.10%,https://www.ggew.de/rechnungserklaerung/,,Dammstr. 68,64625,Bensheim,https://www.ggew.de,A,,,,,,,x,,,
True,,goldgas GmbH,37.37%,https://www.goldgas.de/fileadmin/resources/downloads/privatkunden/strom/goldgas-2017-Stromkennzeichung-Website.pdf,,,,,,,,,,,,,,,,
True,True,Greenline - alternative energien GmbH,21.02%,https://www.greenline.de/tankstellen/stromkennzeichnung,,Edelmannstr. 22,39218,Schönebeck,https://www.ggew.de,A,,,,,,,,,,
True,True,Greenpeace Energy eG,100.00%,https://www.greenpeace-energy.de/rechtliches/energiewirtschaft.html#c17305,,Hongkongstr. 10,20457,Hamburg,https://www.greenpeace-energy.de,X,,,,,,,,,,
True,,gridX GmbH,0.00%,https://gridx.de/,nicht vorhanden,,,,,,,,,,,,,,,
True,True,grün.power GmbH,100.00%,https://gruenpower.eu/stromkennzeichnung,,An der Fahrt 5,55124,Mainz,https://gruenpower.eu,X,,,,,,,,,,
True,,Grüner Funke - eine Marke der Fuxx-Die Sparenergie GmbH,35.10%,https://gruenerfunke.de/rechtliches/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,grünES GmbH,100.00%,https://www.gruen-es.de/oekostrom,FEHLER mit EEG,,,,,,,,,,,,,,,
True,True,Grünstromwerk Vertriebs GmbH,100.00%,https://www.gruenstromwerk.de/unser-strommix,,Englische Planke 2,20459,Hamburg,https://www.gruenstromwerk.de,X,? Nutzt u.a. Blockheitzkraftwerke für dezentrale Versorgung,,,,?,,,,,Spezialisiert auf Solarstrom und dezentrale Versorgungslösungen
True,True,Grünwelt - eine Marke der Stromio GmbH,0.00%,https://www.gruenwelt.de/stromkennzeichnung.html,nicht aktuell,Girmes-Kreuz-Str. 55,41564,Kaarst,https://www.gruenwelt.de,A,,Marke der Stromio GmbH,,,,,,,,
True,,Grünwelt Wärmestrom GmbH,0.00%,https://www.gruenwelt.de/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,GSW Gemeinschaftsstadtwerke GmbH Kamen - Bönen - Bergkamen,4.67%,https://www.gsw-kamen.de/energie-wasser/privatkunden/strom/produkte-und-preise/gsw-strom-privat-basis,,Poststraße 4,59174,Kamen,https://www.gsw-kamen.de,A,,,,,,,,,,
True,True,GWG Grevenbroich GmbH,13.77%,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Nordstrasse 36,41515,Grevenbroich,https://www.gwg-grevenbroich.de,A,,,,,,,,,,Certreten durch: NEW Niederrhein Energie und Wasser GmbH
True,True,GWS Stadtwerke Hameln GmbH,21.87%,https://www.stadtwerke-hameln.de/produkte/strom/stromkennzeichnung.html,,Hafenstrasse 14,31785,Hameln,https://www.stadtwerke-hameln.de,A,,,,,,,,,,
True,,Halberstadtwerke GmbH,17.41%,https://www.halberstadtwerke.de/privatkunden/strom/wissenswertes/energietraegermix.html,,,,,,,,,,,,,,,,
True,True,HAMBURG ENERGIE GmbH,100.00%,https://www.hamburgenergie.de/oekostrom/unsere-stromtarife/,,Billhorner Deich 2,20539,Hamburg,https://www.hamburgenergie.de/,R,,,,,,,,TÜV Nord,,
True,True,Harz Energie GmbH & Co. KG,0.00%,https://www.harzenergie.de/comfortstrom,nicht aktuell,Lasfelder Str. 10,37520,Osterode,https://www.harzenergie.de,A,,,,,,,,,,
True,True,Havelstrom Zehdenick GmbH,0.21%,https://www.stadtwerke-zehdenick.de/netznutzung.html,,Schleusenstraße 22,16792,Zehdenick,https://www.stadtwerke-zehdenick.de,A,,,,,,,,,,
True,True,Heinrich Klöcker GmbH & Co.KG,0.00%,https://www.kloecker.de/privatkunden/avia-strom.html#c15512,nicht aktuell,Ahauser Straße 21,46325,Borken,https://www.kloecker.de,A,,Avia Strom Gesellschafter,,,,,,,,Avia Strom Gesellschafter
True,True,Hellweg Energie GmbH - eine Marke der Stadtwerke Lippstadt GmbH,0.21%,https://www.hellwegenergie.de/de/stromversorgung/haeufige-fragen/stromkennzeichnung.php,,Bunsenstr. 2,59557,Lippstadt,https://www.hellwegenergie.de,A,,,,,,,,,,
True,,Hermann Geuder Elektrizitätswerk,0.00%,http://www.ewerk-geuder.de/html/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,
True,,Hertener Stadtwerke GmbH,72.37%,https://www.hertener-stadtwerke.de/produkte/hertenstrom.html,,,,,,,,,,,,,,,,
True,True,Herzo Werke GmbH,100.00%,https://www.herzowerke.de/tl_files/herzowerke/Userupload/Hochgeladen_2014_03_01/NETZ_ENWG_Energiemix_2017.pdf,,Schießhausstraße 9,91074,Herzogenaurach,https://www.herzowerke.de,R,,,,,,,,TÜV Rheinland,,
True,,hev Hohenloher Energie Versorgung GmbH,3.82%,https://www.hev-energie.de/fileadmin/images/content/pdf/Strommix/HEV_Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,
True,True,HEWA GmbH,11.25%,https://www.hewagmbh.de/Strom/Vertrieb/Produkte_und_Preise/Stromkennzeichnung,,Wilhelm-Ulmer-Str. 12,91217,Hersbruck,https://www.hewagmbh.de,A,,,,,,,,,,
True,True,HEW HofEnergie+Wasser GmbH,44.70%,https://www.stadtwerke-hof.de/fileadmin/user_upload/11_2018_Stromkennzeichnung_2017.pdf,,Unterkotzauer Weg 25,95028,Hof,https://www.stadtwerke-hof.de,A,,,,,,,,,,
True,,HochsauerlandEnergie GmbH,1.49%,https://www.hochsauerlandenergie.de/stromkennzeichnung/#&gid=lightbox-group-268&pid=0,,,,,,,,,,,,,,,,
True,,Hoyer Strom und Erdgas GmbH,8.19%,https://www.hoyer-strom-erdgas.de/strom/tarife,,,,,,,,,,,,,,,,
True,,idealenergie - eine Marke der 365 AG,0.00%,https://www.idealenergie.de/idealenergie/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,
True,,Ideo Energie GmbH,0.00%,http://www.ideoenergie.de/,nicht vorhanden,,,,,,,,,,,,,,,
True,True,ILZHÖFERS Nachf. Inh. Walch KG,0.00%,https://www.ilzhoefer.com/privatkunden/avia-strom.html#c15514,nicht aktuell,Siebentischstr. 16a,86161,Augsburg,https://www.ilzhoefer.com,A,,Avia Strom Gesellschafter,,,,,,,,Avia Strom Gesellschafter
True,,immergrün! Energie - Eine Marke der 365 AG,0.00%,https://www.immergruen-energie.de/agb/stromkennzeichnung/?lang=de,nicht aktuell,,,,,,,,,,,,,,,
True,,In(n) Energie GmbH,0.00%,https://www.inn-energie.de/strom.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,infra fürth gmbh,91.67%,https://www.infra-fuerth.de/privatkunden/produkte/strom/stromkennzeichnung/,,Leyher Straße 69,90763,Fürth,https://www.infra-fuerth.de,A,,,,,,,,,,
True,,INNergie - eine Marke der Stadtwerke Rosenheim Versorgungs GmbH,0.00%,www.inn-ergie.de/,nicht vorhanden,,,,,,,,,,,,,,,
True,,INNERSTE ENERGIE - Eine Marke der WEVG Salzgitter GmbH & Co. KG,0.00%,https://www.innersteenergie.de/servicenavi/downloadcenter/,nicht aktuell,,,,,,,,,,,,,,,
True,,innogy SE,2.91%,https://www.innogy.com/web/cms/de/3109676/fuer-unternehmen/energie-beschaffen/rechtliche-informationen/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,Jura Strom - eine Marke der Jura Power GmbH & Co.KG,0.00%,https://jura-strom.de/hp472/Stromkennzeichnung.htm,nicht aktuell,,,,,,,,,,,,,,,
True,,Just Energy Deutschland GmbH,0.00%,https://www.justenergy.de/service/rechtliches/stromkennzeichnung/,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,
True,True,KBG KraftstromBezugsgenossenschaft Homberg eG,18.68%,https://www.kbg-homberg.de/strom/stromkennzeichnung/,,Ostpreußenweg 5,34576,Homberg/Efzen,https://www.besser-meine-stadtwerke.de,?,,,,,,,,,x,
True,,KEEP - Kommunale Eisenberger Energiepartner GmbH,100.00%,https://www.keep-gmbh.com/de/downloads/content/stromkennzeichnung/Stromkennzeichnung-2017.pdf,,,,,,,,,,,,,,,,
True,,KESLAR GmbH,0.00%,http://www.avia.de/privatkunden/avia-strom.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,KEV Energie GmbH (Energie Nordeifel),14.44%,https://www.ene-eifel.de/privatkunden-strom/unsere-stromkennzeichnung,,Hindenburgstraße 13,53925,Kall,https://www.ene-eifel.de,A,,,,,,,,,,
True,,KEW Karwendel Energie & Wasser GmbH,0.42%,https://www.kewgmbh.de/strom/verordnungen-veroeffentlichungen/,,,,,,,,,,,,,,,,
True,,KEW Kommunale Energie- und Wasserversorgung AG,2.12%,https://www.kew.de/strom/rund-um-strom/energietraegermix/,,,,,,,,,,,,,,,,
True,,Kiss me green - eine Marke der e:veen Energie eG,0.00%,https://eveen.de/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,
True,True,KlickEnergie GmbH & Co. KG,1.91%,https://www.klickenergie.de/service/stromkennzeichnung/,,Moselstraße 25-27,41464,Neuss,https://www.klickenergie.de,A,,,,,,,,,,
True,,Knauber Strom - eine Marke der Knauber Erdgas GmbH,100.00%,https://www.knauberstrom.de/fileadmin/pdf/charts_verbrauch_strommix_RGB-10-2018-quer.pdf,,,,,,,,,,,,,,,,
True,True,KommEnergie GmbH,100.00%,https://www.kommenergie.de/strom/strommix.html,,Hauptplatz 4,82223,Eichenau,https://www.kommenergie.de,R?,,"KommEnergie GmbH ist ein Gemeinschaftsunternehmen der Gemeinden Eichenau, Gröbenzell und der Stadt Puchheim sowie der Bayernwerk AG;  Bayernwerk AG ist eine 100-prozentige Tochter des E.ON-Konzerns",?,,,,,,,
True,True,Köthen Energie GmbH,2.76%,https://www.koethenergie.de/wp-content/uploads/2018/11/2018_Stromkennzeichnung-1.pdf,,Lelitzer Straße 27 b,6366,Köthen,https://www.koethenergie.de,A,,,,,,,,,,
True,True,Kraftwerke Haag GmbH,0.42%,https://www.kraftwerke-haag.de/energiemix.html,,Gabelsbergerstraße 25,83527,Haag i. OB,https://www.kraftwerke-haag.de,A,,,,,,,,,,
True,True,Kraftwerk Farchant A. Poettinger & Co KG,11.68%,https://kraftwerk.kwf-elektro.com/files/Diagramm_2017_Internetseite_11_10_18.pdf,,Esterbergstrasse 8,82490,Farchant,https://www.kw-farchant.com/,A,,,,,,,,,,
True,True,Kraftwerk Köhlgartenwiese GmbH,100.00%,http://www.koehlgartenwiese.de/KWK/content/vertrieb/stomherkunft/,,Tegernauer Ortsstrasse 9,79692,Kleines Wiesental,https://www.koehlgartenwiese.de,R?,,,?,,,,X,,,
True,,Kreiswerke Main-Kinzig GmbH,17.70%,https://www.kreiswerke-main-kinzig.de/fileadmin/user_upload/Strom/skz/Stromkennzeichnung_ab_01.11.2018_allgemein_01.pdf,,,,,,,,,,,,,,,,
True,,Kristal Enerji - eine Marke der Stadtwerke Pforzheim GmbH & Co. KG,0.00%,https://www.kristalenerji.de/service/downloads,nicht aktuell,,,,,,,,,,,,,,,
True,,Lechwerke AG,2.22%,https://www.lew.de/meine-lew/hilfe-kontakt/rechnung/strommix,,,,,,,,,,,,,,,,
True,True,lekker Energie GmbH,75.58%,https://www.lekker.de/stromkennzeichnung,,Invalidenstraße 17 a,10115,Berlin,https://www.lekker.de,A,,,,,,,,,,
True,,Leu Energie GmbH & Co. KG,0.00%,https://www.leu-strom.de/#,nicht vorhanden,,,,,,,,,,,,,,,
True,True,"Licht-, Kraft- und Wasserwerke Kitzingen GmbH",61.78%,https://www.lkw-kitzingen.de/strom/stromkennzeichnung.html,,Wörthstraße 5,97318,Kitzingen,https://www.lkw-kitzingen.de,A,,,,,,,,,,
True,True,LichtBlick SE,100.00%,https://www.lichtblick.de/geschaeftskunden/gewerbestrom/stromkennzeichnung/,,Zirkusweg 6,20359,Hamburg,https://www.lichtblick.de,X,,,,,,,,,,
True,True,Licht- und Kraftwerke Helmbrechts GmbH,0.00%,https://www.luk-helmbrechts.de/web_LuK/GEV_Strom.html,nicht aktuell,Münchberger Str. 65,95233,Helmbrechts,https://www.luk-helmbrechts.de,A,,,,,,,,,,
True,,Licht- und Kraftwerke Sonneberg GmbH,0.00%,https://likra.de/strom/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,
True,,Lidl-Strom von E.ON Energie,8.45%,https://www.lidl-strom.de/partner,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,
True,True,LogoEnergie GmbH,100.00%,https://www.logoenergie.de/downloads.html?file=files/public/docs/Stromkennzeichnung%20gem%C3%A4%C3%9F%20%C2%A742%20Energiewirtschaftsgesetz.pdf,,Münsterstraße 9,53881,Euskirchen,https://www.logoenergie.de,B,,Über Rehnag mit RWE verflochten,?,,,,,,,
True,True,LSW Energie GmbH & Co. KG,15.07%,https://www.lsw.de/fileadmin/user_upload/lsw-energie/downloads/pdf/Strommix_2017_hoch_4c.pdf,,Heßlinger Straße 1-5,38440,Wolfsburg,https://www.lsw.de,A,,,,,,,,,,
True,,LUDVIKK - eine Marke von TWL Energie Deutschland GmbH,0.21%,https://ludvikk.de/service/strommix,,,,,,,,,,,,,,,,
True,,LÜNESTROM - eine Marke der FIRSTCON GmbH,0.00%,https://lünestrom.de/luenestrom-wasser.html,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,
True,True,MAINGAU Energie GmbH,100.00%,https://www.maingau-energie.de/tariff-pdf?type=electricity&postcode=28870&city_id=6762&city=Ottersberg&street=Ahornweg&street_number=1&usage=3500&customer=private&productId=1405&workingPrice=27%2C57&basePrice=0%2C00&fixedPriceMonths=12&switchingBonus=0&instantBonus=0,,Ringstraße 4 - 6,63179,Obertshausen,https://www.maingau-energie.de,B,,Über Rehnag und Süwag mit Innogy bzw. RWE verflochten,,,,,,TÜV Süd EE,,
True,True,Mainova AG,39.13%,https://www.mainova.de/html/stromkennzeichnung.html,,Solmsstr. 38,60486,Frankfurt am Main,https://www.mainova.de,A,,,,,,,,,,
True,True,Maintal-Werke-GmbH,13.59%,https://www.maintal-werke.de/site/assets/files/1281/stromkennzeichnung_2018.pdf,,Neckarstraße 7,63477,Maintal-Dörnigheim,https://www.maintal-werke.de,A,,,,,,,,,,
True,True,Mainzer Stadtwerke Vertrieb und Service GmbH,0.00%,https://www.mainzerenergie.de/de/Unsere-Produkte/Mainzer-Strom-24-Gruen/Mainzer-Strom-24-Gruen.html,nicht aktuell,Rheinallee 41,55118,Mainz,https://www.mainzer-stadtwerke.de,A,,,,,,,,,,
True,,Manfred Welsch GmbH,0.00%,http://www.avia.de/privatkunden/avia-strom.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,MANN Naturenergie GmbH & Co. KG,0.00%,https://www.mannstrom.de/was-ist-mann-strom/,nicht aktuell,Schulweg 8 - 14,57520,Langenbach,https://www.mannstrom.de,X,,,,,,,,"GrünerStrom, TÜVSüd",,
True,True,Mark-E Aktiengesellschaft,22.14%,https://www.mark-e.de/footer/agb-und-co/stromkennzeichnung/,,Körnerstraße 40,58095,Hagen,https://www.mark-e.de,?,fossile Energieerzeugung nur noch mittels Gas,?,,,,,,,,
True,,medl GmbH,58.41%,https://www.medl.de/files/medl/img/Downloads/Kennzeichnung%20der%20Stromlieferungen/medl_Stromkennzeichnung2017_inklResidualmix.pdf,,,,,,,,,,,,,,,,
True,True,MEGA Monheimer Elektrizitäts- und Gasversorgung GmbH,4.46%,http://www.mega-monheim.de/assets/stromkennzeichnung_2017.pdf,,Daimlerstr. 10a,40789,Monheim am Rhein,http://www.mega-monheim.de,A,,,,,,,,,,
True,True,meine StadtEnergie - eine Marke der Urbania GmbH,13.38%,https://www.meinestadtenergie.de/de/STROM,,Breitwieserweg 5,69469,Weinheim,https://www.meinestadtenergie.de,A,,,,,,,,,,
True,,meinheizstrom.de - eine Marke der E.VITA GmbH,0.99%,https://www.evita-energie.de/privatkunden/service/marktinformationen/strompreis/,,,,,,,,,,,,,,,,
True,True,Meißener Stadtwerke GmbH,0.00%,https://www.stadtwerke-meissen.de/privatkunden/strom.html,,Karl-Niesner-Str. 1,1662,Meißen,https://www.stadtwerke-meissen.de,A,,,,,,,,,,
True,True,Mindener Stadtwerke GmbH,3.61%,https://www.mindener-stadtwerke.de/wp-content/uploads/Stromkennzeichnung_2017_MSW_20181022.pdf,,Großer Domhof 3,32423,Minden,https://www.mindener-stadtwerke.de/,A,,,,,,,,,,
True,True,MONTANA Energieversorgung GmbH & Co. KG,74.31%,https://www.montana-energie.de/privatkunden/strom/kundenportal-online-service/stromkennzeichnung/,,Dr.-Max-Straße 26,82031,Grünwald,https://www.montana-energie.de,A,,,,,,,,,,
True,True,MVV Energie AG,11.21%,https://www.mvv.de/energie/pk/strom/start/Stromkennzeichnung.pdf?_ga=2.263525647.245440482.1542009700-545037087.1541423305,,Luisenring 49,68159,Mannheim,https://www.mvv.de,A,,,,,,,,,,
True,,MWEnergy GmbH,0.00%,https://mwenergy.de/wp-content/uploads/sites/4/2018/11/MWEnergy-Stromkennzeichnung-2017-Stand-01.11.2018.pdf,,,,,,,,,,,,,,,,
True,,NaturEnergie+ Deutschland GmbH,100.00%,https://www.naturenergieplus.de/strommix,,,,,,,,,,,,,,,,
True,,NatürlichEnergie EMH GmbH,100.00%,https://natuerlich-energie-emh.de/inhalte/38/de/naturlichenergieemhstromkennzeichnung.pdf,,,,,,,,,,,,,,,,
True,True,natürlich grün - eine Marke der Smiling Green Energy GmbH,0.00%,https://www.natuerlich-gruen-strom.de/de/strom,nicht aktuell,Grubesallee 24,22143,Hamburg,https://natuerlich-gruen-strom.de,R?,,,?,,,,,EKOenergie,,
True,True,NaturStromHandel GmbH,100.00%,https://www.naturstrom.de/privatkunden/strom/,FEHLER Deutschland-Mix,Parsevalstraße 11,40468,Düsseldorf,https://www.naturstrom.de,X,,,,,,,X,,,
True,,naturwerke - eine Marke der DEG Deutsche Energie GmbH,100.00%,https://naturwerke.de/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,Neander Energie GmbH,0.00%,https://www.neander-energie.de/downloads/,nicht aktuell,Wilhelmstraße 21,42489,Wülfrath,https://www.neander-energie.de,R,,,,,,,,KlimaINVEST,,
True,True,Neckermann Strom GmbH,100.00%,https://www.neckermann-strom.de/stromkennzeichnung,FEHLER mit EEG,Südportal 3,22848,Norderstedt,https://www.neckermann-strom.de/,C,,,,,,,,,,
True,,N-ERGIE Aktiengesellschaft,6.93%,https://www.n-ergie.de/public/remotemedien/media/n_ergie/pdfs/Energiemix_PK.pdf,,,,,,,,,,,,,,,,
True,True,Neubrandenburger Stadtwerke GmbH,8.45%,https://www.neu-sw.de/images/downloads/strom/20171024-stromkennzeichnung.pdf,,John-Schehr-Straße 1-5,17033,Neubrandenburg,https://www.neu-sw.de,A,,,,,,,,,,
True,True,NEW AG,13.77%,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Odenkirchenerstr. 201,41236,Mönchengladbach,https://www.new-energie.de,A,,,,,,,,,,
True,True,NEW Niederrhein Energie und Wasser GmbH,13.77%,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Odenkirchener Str. 201,41236,Mönchengladbach,https://www.new-energie.de,A,,,,,,,,,,
True,True,NEW Tönisvorst GmbH,13.77%,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Ringstraße 1,47918,Tönisvorst,https://www.new-energie.de,A,,,,,,,,,,
True,True,NEW Viersen GmbH,13.77%,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Rektoratstraße 18,41747,Viersen,https://www.new-energie.de,A,,,,,,,,,,
True,True,NGW GmbH,90.66%,https://www.ngw.de/strom/allgemeine-hinweise/stromkennzeichnung/,,Duisburger Straße 161-167,47166,Duisburg,https://www.ngw.de,A,,,,,,,,,,
True,True,Niedersachsen Ports GmbH & Co.KG Niederlassung Emden,100.00%,https://www.nports.de/fileadmin/user_upload/leistungen/energieversorgung/stromkennzeichnung/Stromkennzeichnung_2018.pdf,FEHLER mit EEG,Friedrich-Naumann-Str. 7-9,26725,Emden,https://www.nports.de/,?,,,,,,,,,,
True,True,Nienburg Energie GmbH,12.53%,https://www.stadtwerke-nienburg.de/produkte/strom/stromkennzeichnung.php,,An der Breiten Riede 9,31582,Nienburg,https://www.stadtwerke-nienburg.de,A,,,,,,,,,,
True,True,NiersEnergie GmbH - eine Marke der Stadtwerke Kevelaer,100.00%,https://www.kevelaer.de/stadtwerke/inhalt/stromherkunft/,FEHLER mit EEG,Kroatenstr. 125,47623,Kevelaer,https://www.kevelaer.de,R,,,?,,,,X,,,
True,True,Niestetal Energie - Eine Marke der Städtische Werke Kassel AG,60.72%,https://www.sw-kassel.de/fileadmin/stw/dokumente/2013/naturstrom/stromkennzeichnung/Stromkennzeichnungspflicht.pdf,,Heiligenröder Str. 70,34266,Niestetal,https://www.sw-kassel.de,R,,?,?,,,,x,,,
True,,Nord Stadtwerke GmbH,0.00%,https://nord-stadtwerke.de/download/Stromkennzeichnung_Nord_SW_2017.pdf,FEHLER mit EEG,,,,,,,,,,,,,,,
True,,normenergie - eine Marke der GFM Gesellschaft für Messdienstleistungen mbH,26.77%,https://normenergie.de/rechtliches/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,nvb Nordhorner Versorgungsbetriebe GmbH,54.99%,https://www.nvb.de/privatkunde/strom/,,,,,,,,,,,,,,,,
True,,Ohra Energie GmbH,0.42%,https://www.ohraenergie.de/_Resources/Persistent/10ba01b3bdbbae9877e67a8a8c5acee5db059cd2/Stromkennzeichnung%20OEG_2017.pdf,,,,,,,,,,,,,,,,
True,,OIE AG,7.22%,https://www.oie-ag.de/web/cms/de/3371366/fuer-zuhause/energie-beziehen/fragen-zur-stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,ORIGINAL ENERGIE - eine Marke der Stadtwerke Oranienburg GmbH,65.61%,https://www.originalenergie.de/wp-content/uploads/2018/10/Stromkennzeichnung-2017-Stadtwerke-Oranienburg.jpg,,,,,,,,,,,,,,,,
True,,OrtenauEnergie - eine Marke des E-Werk Mittelbaden,14.84%,https://www.e-werk-mittelbaden.de/sites/default/files/content/downloads/stromkennzeichung_2017_einleger_210x103_7.pdf,,,,,,,,,,,,,,,,
True,True,Osterholzer Stadtwerke GmbH & Co. KG,18.26%,https://www.osterholzer-stadtwerke.de/privatkunden/strom/strommix/,,Am Pumpelberg 4,27711,Osterholz-Scharmbeck,https://www.osterholzer-stadtwerke.de,A,,,,,,,,,,
True,,Osterland Energie - eine Marke der Energie- und Wasserversorgung Altenburg GmbH,1.49%,https://www.osterlandenergie.de/files/157DCD24C04/Stromkennzeichnung%202015%20Osterland.pdf,,,,,,,,,,,,,,,,
True,,Otto Fricke & Co. GmbH,0.00%,https://www.fricke-oil.de/privatkunden/avia-strom.html#c15530,nicht aktuell,,,,,,,,,,,,,,,
True,,ourPOWER - eine Marke der infra fürth gmbh,0.00%,https://www.ourpower.de/#home,nicht vorhanden,,,,,,,,,,,,,,,
True,True,ovag Energie AG,10.15%,https://www.ovag-energie.de/privatkunden/strom/strominformationen/strommix.html,,Hanauer Straße 9-13,61169,Friedberg,https://www.ovag-energie.de,A,,,,,,,,,,
True,True,P & M Rothmoser GmbH & Co KG Elektrizitätswerk,0.00%,https://www.rothmoser.de/,nicht vorhanden,Am Urtelbach 4,85567,Grafing bei München,https://www.rothmoser.de,?,?,,?,,,,,,x,
True,,PaderEnergy - eine Marke der LSW Energie GmbH & Co. KG,15.07%,https://www.paderenergy.de/mmf/Module/Paderenergy/Calculator/Assets/file/Strommix_Stand_1._November_2018.pdf,,,,,,,,,,,,,,,,
True,True,Pfalzwerke AG,7.58%,https://www.pfalzwerke.de/privatkunden/strom/stromkennzeichnung,,Kurfürstenstr. 29,67061,Ludwigshafen,https://www.pfalzwerke.de,A,,,,,,,,,,
